bt;Beta_com;Dist_km;heterog
0.1875;OS;15.8113883;1.011902375
0.166666667;OS;8.062257748;0.032207444
0.214285714;OS;21.09502311;0.208506678
0.117647059;OS;21.09502311;0.247784631
0.15;OS;15.03329638;0.30003328
0.1;OS;13;1.043008858
0.217391304;OS;14.2126704;0.100419658
0.230769231;OS;13.89244399;1.036065526
0.230769231;OS;20.61552813;1.040133685
0.166666667;OS;8.062257748;0.33767634
0.176470588;OS;9.219544457;1.003621233
0.304347826;OS;9.433981132;1.01732576
0.277777778;OS;20.61552813;1.001444046
0.058823529;OS;27.07397274;1.00431874
0.130434783;OS;27.78488798;1.010499038
0.272727273;OS;22.47220505;0.14167819
0.25;OS;18.11077028;1.001474605
0.125;OS;29;2.003374894
0.25;OS;30.08321791;2.004311656
0.285714286;OS;22.02271555;1.016594019
0.210526316;OS;7.280109889;0.069566609
0.238095238;OS;15.62049935;0.240714122
0.15;OS;19.23538406;0.279992075
0.307692308;OS;18.35755975;0.332240724
0.28;OS;13.34166406;1.05261529
0.269230769;OS;10.44030651;0.132627102
0;OS;19.84943324;1.04495188
0.105263158;OS;21.21320344;1.049450952
0.285714286;OS;12.72792206;0.369883784
0.130434783;OS;6.32455532;1.006866297
0.277777778;OS;9.899494937;0.039277953
0.05;OS;19.41648784;0.091526602
0.142857143;OS;13.03840481;1.003857331
0.166666667;OS;7.280109889;0.10808702
0.2;OS;25.01999201;1.001949743
0.375;OS;15.8113883;1.003009208
0.148148148;OS;19.23538406;0.129169662
0.222222222;OS;21.63330765;1.007576074
0.130434783;OS;12.36931688;0.052248649
0.095238095;OS;8.485281374;1.001182219
0.210526316;OS;9;0.147364973
0;OS;18.97366596;1.000269045
0.125;OS;6.32455532;1.00073543
0.148148148;OS;15.62049935;0.089891709
0.111111111;OS;25.49509757;1.013133933
0.074074074;OS;6.708203932;1.000006512
0.214285714;OS;13.41640786;0.199613622
0.15;OS;6.708203932;1.000421871
0.181818182;OS;7.810249676;1.000096459
0.172413793;OS;7;0.03764306
0.12;OS;23.08679276;1.022820642
0.269230769;OS;6.708203932;1.019027916
0.15;OS;12;2.000161811
0.333333333;OS;8;2.000026425
0.258064516;OS;7.211102551;1.000850496
0.095238095;OS;19.02629759;0.211244799
0.052631579;OS;18.24828759;1.014441643
0.380952381;OS;12.52996409;1.017100453
0.4375;OS;12.04159458;0.237256682
0.166666667;OS;16.76305461;1.000116122
0.076923077;OS;14.4222051;0.015160486
0.192307692;OS;7.211102551;1.002221535
0.133333333;OS;23.02172887;2.008612173
0.217391304;OS;13.41640786;1.001326938
0.125;OS;27.01851217;2.010071252
0.172413793;OS;16.55294536;1.031384777
0.75;WN;15.8113883;1.011902375
0.722222222;WN;8.062257748;0.032207444
0.642857143;WN;21.09502311;0.208506678
0.941176471;WN;21.09502311;0.247784631
0.75;WN;15.03329638;0.30003328
0.9;WN;13;1.043008858
0.956521739;WN;14.2126704;0.100419658
0.769230769;WN;13.89244399;1.036065526
0.692307692;WN;20.61552813;1.040133685
0.708333333;WN;8.062257748;0.33767634
0.882352941;WN;9.219544457;1.003621233
0.913043478;WN;9.433981132;1.01732576
0.833333333;WN;20.61552813;1.001444046
0.823529412;WN;27.07397274;1.00431874
0.826086957;WN;27.78488798;1.010499038
0.909090909;WN;22.47220505;0.14167819
0.7;WN;18.11077028;1.001474605
0.875;WN;29;2.003374894
0.8125;WN;30.08321791;2.004311656
0.821428571;WN;22.02271555;1.016594019
0.894736842;WN;7.280109889;0.069566609
0.857142857;WN;15.62049935;0.240714122
0.85;WN;19.23538406;0.279992075
0.846153846;WN;18.35755975;0.332240724
0.92;WN;13.34166406;1.05261529
0.884615385;WN;10.44030651;0.132627102
0.764705882;WN;19.84943324;1.04495188
0.842105263;WN;21.21320344;1.049450952
0.714285714;WN;12.72792206;0.369883784
0.956521739;WN;6.32455532;1.006866297
0.944444444;WN;9.899494937;0.039277953
0.7;WN;19.41648784;0.091526602
0.904761905;WN;13.03840481;1.003857331
0.958333333;WN;7.280109889;0.10808702
0.866666667;WN;25.01999201;1.001949743
0.875;WN;15.8113883;1.003009208
0.814814815;WN;19.23538406;0.129169662
0.888888889;WN;21.63330765;1.007576074
0.913043478;WN;12.36931688;0.052248649
0.952380952;WN;8.485281374;1.001182219
0.736842105;WN;9;0.147364973
0.857142857;WN;18.97366596;1.000269045
0.9375;WN;6.32455532;1.00073543
0.851851852;WN;15.62049935;0.089891709
0.944444444;WN;25.49509757;1.013133933
0.925925926;WN;6.708203932;1.000006512
0.892857143;WN;13.41640786;0.199613622
0.85;WN;6.708203932;1.000421871
0.909090909;WN;7.810249676;1.000096459
0.689655172;WN;7;0.03764306
0.96;WN;23.08679276;1.022820642
0.923076923;WN;6.708203932;1.019027916
1;WN;12;2.000161811
0.833333333;WN;8;2.000026425
0.870967742;WN;7.211102551;1.000850496
0.904761905;WN;19.02629759;0.211244799
0.842105263;WN;18.24828759;1.014441643
0.904761905;WN;12.52996409;1.017100453
0.84375;WN;12.04159458;0.237256682
0.958333333;WN;16.76305461;1.000116122
0.846153846;WN;14.4222051;0.015160486
0.884615385;WN;7.211102551;1.002221535
0.866666667;WN;23.02172887;2.008612173
0.695652174;WN;13.41640786;1.001326938
0.875;WN;27.01851217;2.010071252
0.896551724;WN;16.55294536;1.031384777
0.5625;ST;15.8113883;1.011902375
0.555555556;ST;8.062257748;0.032207444
0.428571429;ST;21.09502311;0.208506678
0.823529412;ST;21.09502311;0.247784631
0.6;ST;15.03329638;0.30003328
0.8;ST;13;1.043008858
0.739130435;ST;14.2126704;0.100419658
0.538461538;ST;13.89244399;1.036065526
0.461538462;ST;20.61552813;1.040133685
0.541666667;ST;8.062257748;0.33767634
0.705882353;ST;9.219544457;1.003621233
0.608695652;ST;9.433981132;1.01732576
0.555555556;ST;20.61552813;1.001444046
0.764705882;ST;27.07397274;1.00431874
0.695652174;ST;27.78488798;1.010499038
0.636363636;ST;22.47220505;0.14167819
0.45;ST;18.11077028;1.001474605
0.75;ST;29;2.003374894
0.5625;ST;30.08321791;2.004311656
0.535714286;ST;22.02271555;1.016594019
0.684210526;ST;7.280109889;0.069566609
0.619047619;ST;15.62049935;0.240714122
0.7;ST;19.23538406;0.279992075
0.538461538;ST;18.35755975;0.332240724
0.64;ST;13.34166406;1.05261529
0.615384615;ST;10.44030651;0.132627102
0.764705882;ST;19.84943324;1.04495188
0.736842105;ST;21.21320344;1.049450952
0.428571429;ST;12.72792206;0.369883784
0.826086957;ST;6.32455532;1.006866297
0.666666667;ST;9.899494937;0.039277953
0.65;ST;19.41648784;0.091526602
0.761904762;ST;13.03840481;1.003857331
0.791666667;ST;7.280109889;0.10808702
0.666666667;ST;25.01999201;1.001949743
0.5;ST;15.8113883;1.003009208
0.666666667;ST;19.23538406;0.129169662
0.666666667;ST;21.63330765;1.007576074
0.782608696;ST;12.36931688;0.052248649
0.857142857;ST;8.485281374;1.001182219
0.526315789;ST;9;0.147364973
0.857142857;ST;18.97366596;1.000269045
0.8125;ST;6.32455532;1.00073543
0.703703704;ST;15.62049935;0.089891709
0.833333333;ST;25.49509757;1.013133933
0.851851852;ST;6.708203932;1.000006512
0.678571429;ST;13.41640786;0.199613622
0.7;ST;6.708203932;1.000421871
0.727272727;ST;7.810249676;1.000096459
0.517241379;ST;7;0.03764306
0.84;ST;23.08679276;1.022820642
0.653846154;ST;6.708203932;1.019027916
0.85;ST;12;2.000161811
0.5;ST;8;2.000026425
0.612903226;ST;7.211102551;1.000850496
0.80952381;ST;19.02629759;0.211244799
0.789473684;ST;18.24828759;1.014441643
0.523809524;ST;12.52996409;1.017100453
0.40625;ST;12.04159458;0.237256682
0.791666667;ST;16.76305461;1.000116122
0.769230769;ST;14.4222051;0.015160486
0.692307692;ST;7.211102551;1.002221535
0.733333333;ST;23.02172887;2.008612173
0.47826087;ST;13.41640786;1.001326938
0.75;ST;27.01851217;2.010071252
0.724137931;ST;16.55294536;1.031384777
0.25;ST_L;15.8113883;1.011902375
0.277777778;ST_L;8.062257748;0.032207444
0.357142857;ST_L;21.09502311;0.208506678
0.647058824;ST_L;21.09502311;0.247784631
0.45;ST_L;15.03329638;0.30003328
0.3;ST_L;13;1.043008858
0.391304348;ST_L;14.2126704;0.100419658
0.230769231;ST_L;13.89244399;1.036065526
0.230769231;ST_L;20.61552813;1.040133685
0.291666667;ST_L;8.062257748;0.33767634
0.235294118;ST_L;9.219544457;1.003621233
0.391304348;ST_L;9.433981132;1.01732576
0.277777778;ST_L;20.61552813;1.001444046
0.647058824;ST_L;27.07397274;1.00431874
0.304347826;ST_L;27.78488798;1.010499038
0.318181818;ST_L;22.47220505;0.14167819
0.35;ST_L;18.11077028;1.001474605
0.1875;ST_L;29;2.003374894
0.4375;ST_L;30.08321791;2.004311656
0.285714286;ST_L;22.02271555;1.016594019
0.315789474;ST_L;7.280109889;0.069566609
0.428571429;ST_L;15.62049935;0.240714122
0.35;ST_L;19.23538406;0.279992075
0.307692308;ST_L;18.35755975;0.332240724
0.32;ST_L;13.34166406;1.05261529
0.346153846;ST_L;10.44030651;0.132627102
0.176470588;ST_L;19.84943324;1.04495188
0.631578947;ST_L;21.21320344;1.049450952
0.214285714;ST_L;12.72792206;0.369883784
0.391304348;ST_L;6.32455532;1.006866297
0.5;ST_L;9.899494937;0.039277953
0.35;ST_L;19.41648784;0.091526602
0.285714286;ST_L;13.03840481;1.003857331
0.5;ST_L;7.280109889;0.10808702
0.333333333;ST_L;25.01999201;1.001949743
0.375;ST_L;15.8113883;1.003009208
0.407407407;ST_L;19.23538406;0.129169662
0.111111111;ST_L;21.63330765;1.007576074
0.391304348;ST_L;12.36931688;0.052248649
0.380952381;ST_L;8.485281374;1.001182219
0.210526316;ST_L;9;0.147364973
0.214285714;ST_L;18.97366596;1.000269045
0.5625;ST_L;6.32455532;1.00073543
0.333333333;ST_L;15.62049935;0.089891709
0.444444444;ST_L;25.49509757;1.013133933
0.37037037;ST_L;6.708203932;1.000006512
0.357142857;ST_L;13.41640786;0.199613622
0.35;ST_L;6.708203932;1.000421871
0.454545455;ST_L;7.810249676;1.000096459
0.413793103;ST_L;7;0.03764306
0.44;ST_L;23.08679276;1.022820642
0.384615385;ST_L;6.708203932;1.019027916
0.05;ST_L;12;2.000161811
0.333333333;ST_L;8;2.000026425
0.161290323;ST_L;7.211102551;1.000850496
0.285714286;ST_L;19.02629759;0.211244799
0.263157895;ST_L;18.24828759;1.014441643
0.380952381;ST_L;12.52996409;1.017100453
0.28125;ST_L;12.04159458;0.237256682
0.333333333;ST_L;16.76305461;1.000116122
0.307692308;ST_L;14.4222051;0.015160486
0.307692308;ST_L;7.211102551;1.002221535
0.133333333;ST_L;23.02172887;2.008612173
0.304347826;ST_L;13.41640786;1.001326938
0.1875;ST_L;27.01851217;2.010071252
0.379310345;ST_L;16.55294536;1.031384777
0.25;ST_H;15.8113883;1.011902375
0.111111111;ST_H;8.062257748;0.032207444
0.071428571;ST_H;21.09502311;0.208506678
0.058823529;ST_H;21.09502311;0.247784631
0;ST_H;15.03329638;0.30003328
0.3;ST_H;13;1.043008858
0.260869565;ST_H;14.2126704;0.100419658
0.230769231;ST_H;13.89244399;1.036065526
0.153846154;ST_H;20.61552813;1.040133685
0.083333333;ST_H;8.062257748;0.33767634
0.352941176;ST_H;9.219544457;1.003621233
0.173913043;ST_H;9.433981132;1.01732576
0.055555556;ST_H;20.61552813;1.001444046
0;ST_H;27.07397274;1.00431874
0.304347826;ST_H;27.78488798;1.010499038
0.090909091;ST_H;22.47220505;0.14167819
0.1;ST_H;18.11077028;1.001474605
0.25;ST_H;29;2.003374894
0.125;ST_H;30.08321791;2.004311656
0.178571429;ST_H;22.02271555;1.016594019
0.315789474;ST_H;7.280109889;0.069566609
0.047619048;ST_H;15.62049935;0.240714122
0.1;ST_H;19.23538406;0.279992075
0.230769231;ST_H;18.35755975;0.332240724
0.2;ST_H;13.34166406;1.05261529
0.115384615;ST_H;10.44030651;0.132627102
0.411764706;ST_H;19.84943324;1.04495188
0.052631579;ST_H;21.21320344;1.049450952
0.178571429;ST_H;12.72792206;0.369883784
0.173913043;ST_H;6.32455532;1.006866297
0.055555556;ST_H;9.899494937;0.039277953
0.05;ST_H;19.41648784;0.091526602
0.380952381;ST_H;13.03840481;1.003857331
0.125;ST_H;7.280109889;0.10808702
0.266666667;ST_H;25.01999201;1.001949743
0.0625;ST_H;15.8113883;1.003009208
0.037037037;ST_H;19.23538406;0.129169662
0.333333333;ST_H;21.63330765;1.007576074
0.260869565;ST_H;12.36931688;0.052248649
0.19047619;ST_H;8.485281374;1.001182219
0.157894737;ST_H;9;0.147364973
0.214285714;ST_H;18.97366596;1.000269045
0.0625;ST_H;6.32455532;1.00073543
0.222222222;ST_H;15.62049935;0.089891709
0.166666667;ST_H;25.49509757;1.013133933
0.259259259;ST_H;6.708203932;1.000006512
0.25;ST_H;13.41640786;0.199613622
0.1;ST_H;6.708203932;1.000421871
0.090909091;ST_H;7.810249676;1.000096459
0.103448276;ST_H;7;0.03764306
0.12;ST_H;23.08679276;1.022820642
0.076923077;ST_H;6.708203932;1.019027916
0.3;ST_H;12;2.000161811
0.111111111;ST_H;8;2.000026425
0.290322581;ST_H;7.211102551;1.000850496
0.285714286;ST_H;19.02629759;0.211244799
0.263157895;ST_H;18.24828759;1.014441643
0.047619048;ST_H;12.52996409;1.017100453
0.125;ST_H;12.04159458;0.237256682
0.166666667;ST_H;16.76305461;1.000116122
0.230769231;ST_H;14.4222051;0.015160486
0.115384615;ST_H;7.211102551;1.002221535
0.266666667;ST_H;23.02172887;2.008612173
0;ST_H;13.41640786;1.001326938
0.25;ST_H;27.01851217;2.010071252
0.137931034;ST_H;16.55294536;1.031384777
0.0625;ST_LH;15.8113883;1.011902375
0.166666667;ST_LH;8.062257748;0.032207444
0;ST_LH;21.09502311;0.208506678
0.117647059;ST_LH;21.09502311;0.247784631
0.15;ST_LH;15.03329638;0.30003328
0.2;ST_LH;13;1.043008858
0.086956522;ST_LH;14.2126704;0.100419658
0.076923077;ST_LH;13.89244399;1.036065526
0.076923077;ST_LH;20.61552813;1.040133685
0.166666667;ST_LH;8.062257748;0.33767634
0.117647059;ST_LH;9.219544457;1.003621233
0.043478261;ST_LH;9.433981132;1.01732576
0.222222222;ST_LH;20.61552813;1.001444046
0.117647059;ST_LH;27.07397274;1.00431874
0.086956522;ST_LH;27.78488798;1.010499038
0.227272727;ST_LH;22.47220505;0.14167819
0;ST_LH;18.11077028;1.001474605
0.3125;ST_LH;29;2.003374894
0;ST_LH;30.08321791;2.004311656
0.071428571;ST_LH;22.02271555;1.016594019
0.052631579;ST_LH;7.280109889;0.069566609
0.142857143;ST_LH;15.62049935;0.240714122
0.25;ST_LH;19.23538406;0.279992075
0;ST_LH;18.35755975;0.332240724
0.12;ST_LH;13.34166406;1.05261529
0.153846154;ST_LH;10.44030651;0.132627102
0.176470588;ST_LH;19.84943324;1.04495188
0.052631579;ST_LH;21.21320344;1.049450952
0.035714286;ST_LH;12.72792206;0.369883784
0.260869565;ST_LH;6.32455532;1.006866297
0.111111111;ST_LH;9.899494937;0.039277953
0.25;ST_LH;19.41648784;0.091526602
0.095238095;ST_LH;13.03840481;1.003857331
0.166666667;ST_LH;7.280109889;0.10808702
0.066666667;ST_LH;25.01999201;1.001949743
0.0625;ST_LH;15.8113883;1.003009208
0.222222222;ST_LH;19.23538406;0.129169662
0.222222222;ST_LH;21.63330765;1.007576074
0.130434783;ST_LH;12.36931688;0.052248649
0.285714286;ST_LH;8.485281374;1.001182219
0.157894737;ST_LH;9;0.147364973
0.428571429;ST_LH;18.97366596;1.000269045
0.1875;ST_LH;6.32455532;1.00073543
0.148148148;ST_LH;15.62049935;0.089891709
0.222222222;ST_LH;25.49509757;1.013133933
0.222222222;ST_LH;6.708203932;1.000006512
0.071428571;ST_LH;13.41640786;0.199613622
0.25;ST_LH;6.708203932;1.000421871
0.181818182;ST_LH;7.810249676;1.000096459
0;ST_LH;7;0.03764306
0.28;ST_LH;23.08679276;1.022820642
0.192307692;ST_LH;6.708203932;1.019027916
0.5;ST_LH;12;2.000161811
0.055555556;ST_LH;8;2.000026425
0.161290323;ST_LH;7.211102551;1.000850496
0.238095238;ST_LH;19.02629759;0.211244799
0.263157895;ST_LH;18.24828759;1.014441643
0.095238095;ST_LH;12.52996409;1.017100453
0;ST_LH;12.04159458;0.237256682
0.291666667;ST_LH;16.76305461;1.000116122
0.230769231;ST_LH;14.4222051;0.015160486
0.269230769;ST_LH;7.211102551;1.002221535
0.333333333;ST_LH;23.02172887;2.008612173
0.173913043;ST_LH;13.41640786;1.001326938
0.3125;ST_LH;27.01851217;2.010071252
0.206896552;ST_LH;16.55294536;1.031384777
0.625;WN_repl;15.8113883;1.011902375
0.444444444;WN_repl;8.062257748;0.032207444
0.571428571;WN_repl;21.09502311;0.208506678
0.941176471;WN_repl;21.09502311;0.247784631
0.4;WN_repl;15.03329638;0.30003328
0.7;WN_repl;13;1.043008858
0.695652174;WN_repl;14.2126704;0.100419658
0.615384615;WN_repl;13.89244399;1.036065526
0.615384615;WN_repl;20.61552813;1.040133685
0.166666667;WN_repl;8.062257748;0.33767634
0.823529412;WN_repl;9.219544457;1.003621233
0.782608696;WN_repl;9.433981132;1.01732576
0.777777778;WN_repl;20.61552813;1.001444046
0.705882353;WN_repl;27.07397274;1.00431874
0.608695652;WN_repl;27.78488798;1.010499038
0.818181818;WN_repl;22.47220505;0.14167819
0.5;WN_repl;18.11077028;1.001474605
0.625;WN_repl;29;2.003374894
0.625;WN_repl;30.08321791;2.004311656
0.428571429;WN_repl;22.02271555;1.016594019
0.842105263;WN_repl;7.280109889;0.069566609
0.666666667;WN_repl;15.62049935;0.240714122
0.6;WN_repl;19.23538406;0.279992075
0.769230769;WN_repl;18.35755975;0.332240724
0.88;WN_repl;13.34166406;1.05261529
0.846153846;WN_repl;10.44030651;0.132627102
0.352941176;WN_repl;19.84943324;1.04495188
0.526315789;WN_repl;21.21320344;1.049450952
0.428571429;WN_repl;12.72792206;0.369883784
0.782608696;WN_repl;6.32455532;1.006866297
0.888888889;WN_repl;9.899494937;0.039277953
0.4;WN_repl;19.41648784;0.091526602
0.761904762;WN_repl;13.03840481;1.003857331
0.75;WN_repl;7.280109889;0.10808702
0.666666667;WN_repl;25.01999201;1.001949743
0.75;WN_repl;15.8113883;1.003009208
0.37037037;WN_repl;19.23538406;0.129169662
0.888888889;WN_repl;21.63330765;1.007576074
0.608695652;WN_repl;12.36931688;0.052248649
0.761904762;WN_repl;8.485281374;1.001182219
0.421052632;WN_repl;9;0.147364973
0.714285714;WN_repl;18.97366596;1.000269045
0.875;WN_repl;6.32455532;1.00073543
0.37037037;WN_repl;15.62049935;0.089891709
0.888888889;WN_repl;25.49509757;1.013133933
0.814814815;WN_repl;6.708203932;1.000006512
0.857142857;WN_repl;13.41640786;0.199613622
0.4;WN_repl;6.708203932;1.000421871
0.545454545;WN_repl;7.810249676;1.000096459
0.482758621;WN_repl;7;0.03764306
0.72;WN_repl;23.08679276;1.022820642
0.846153846;WN_repl;6.708203932;1.019027916
0.7;WN_repl;12;2.000161811
0.555555556;WN_repl;8;2.000026425
0.580645161;WN_repl;7.211102551;1.000850496
0.761904762;WN_repl;19.02629759;0.211244799
0.421052632;WN_repl;18.24828759;1.014441643
0.571428571;WN_repl;12.52996409;1.017100453
0.625;WN_repl;12.04159458;0.237256682
0.75;WN_repl;16.76305461;1.000116122
0.769230769;WN_repl;14.4222051;0.015160486
0.307692308;WN_repl;7.211102551;1.002221535
0.666666667;WN_repl;23.02172887;2.008612173
0.086956522;WN_repl;13.41640786;1.001326938
0.75;WN_repl;27.01851217;2.010071252
0.482758621;WN_repl;16.55294536;1.031384777
0.125;WN_rich;15.8113883;1.011902375
0.277777778;WN_rich;8.062257748;0.032207444
0.071428571;WN_rich;21.09502311;0.208506678
0;WN_rich;21.09502311;0.247784631
0.35;WN_rich;15.03329638;0.30003328
0.2;WN_rich;13;1.043008858
0.260869565;WN_rich;14.2126704;0.100419658
0.153846154;WN_rich;13.89244399;1.036065526
0.076923077;WN_rich;20.61552813;1.040133685
0.541666667;WN_rich;8.062257748;0.33767634
0.058823529;WN_rich;9.219544457;1.003621233
0.130434783;WN_rich;9.433981132;1.01732576
0.055555556;WN_rich;20.61552813;1.001444046
0.117647059;WN_rich;27.07397274;1.00431874
0.217391304;WN_rich;27.78488798;1.010499038
0.090909091;WN_rich;22.47220505;0.14167819
0.2;WN_rich;18.11077028;1.001474605
0.25;WN_rich;29;2.003374894
0.1875;WN_rich;30.08321791;2.004311656
0.392857143;WN_rich;22.02271555;1.016594019
0.052631579;WN_rich;7.280109889;0.069566609
0.19047619;WN_rich;15.62049935;0.240714122
0.25;WN_rich;19.23538406;0.279992075
0.076923077;WN_rich;18.35755975;0.332240724
0.04;WN_rich;13.34166406;1.05261529
0.038461538;WN_rich;10.44030651;0.132627102
0.411764706;WN_rich;19.84943324;1.04495188
0.315789474;WN_rich;21.21320344;1.049450952
0.285714286;WN_rich;12.72792206;0.369883784
0.173913043;WN_rich;6.32455532;1.006866297
0.055555556;WN_rich;9.899494937;0.039277953
0.3;WN_rich;19.41648784;0.091526602
0.142857143;WN_rich;13.03840481;1.003857331
0.208333333;WN_rich;7.280109889;0.10808702
0.2;WN_rich;25.01999201;1.001949743
0.125;WN_rich;15.8113883;1.003009208
0.444444444;WN_rich;19.23538406;0.129169662
0;WN_rich;21.63330765;1.007576074
0.304347826;WN_rich;12.36931688;0.052248649
0.19047619;WN_rich;8.485281374;1.001182219
0.315789474;WN_rich;9;0.147364973
0.142857143;WN_rich;18.97366596;1.000269045
0.0625;WN_rich;6.32455532;1.00073543
0.481481481;WN_rich;15.62049935;0.089891709
0.055555556;WN_rich;25.49509757;1.013133933
0.111111111;WN_rich;6.708203932;1.000006512
0.035714286;WN_rich;13.41640786;0.199613622
0.45;WN_rich;6.708203932;1.000421871
0.363636364;WN_rich;7.810249676;1.000096459
0.206896552;WN_rich;7;0.03764306
0.24;WN_rich;23.08679276;1.022820642
0.076923077;WN_rich;6.708203932;1.019027916
0.3;WN_rich;12;2.000161811
0.277777778;WN_rich;8;2.000026425
0.290322581;WN_rich;7.211102551;1.000850496
0.142857143;WN_rich;19.02629759;0.211244799
0.421052632;WN_rich;18.24828759;1.014441643
0.333333333;WN_rich;12.52996409;1.017100453
0.21875;WN_rich;12.04159458;0.237256682
0.208333333;WN_rich;16.76305461;1.000116122
0.076923077;WN_rich;14.4222051;0.015160486
0.576923077;WN_rich;7.211102551;1.002221535
0.2;WN_rich;23.02172887;2.008612173
0.608695652;WN_rich;13.41640786;1.001326938
0.125;WN_rich;27.01851217;2.010071252
0.413793103;WN_rich;16.55294536;1.031384777
